,nickname,text,score,like,dislike,time,watch_movie
317,fora****,나사직원은 같은색의 소변을 본다,10,2,0,2019-04-09 00:04:00,0
318,00(kimc****),멋있는 사람들을 보고 이렇게 경의롭고 감탄하긴 처음이다. 그 많은 명작들을 보고도 못 느꼈던 감동과 완벽함을 이 영화에서 찾았다. 왤까? 전까진 아주 당연하단듯이 차별을 보여주는데 그 전까지 어떤 전조 감정도 없었는...,10,2,0,2019-04-08 00:56:00,0
319,최미복(miss****),모든것을극복하는대단한용기,10,2,0,2019-04-08 00:39:00,0
320,Namidairo(mrki****),한명에게만 쏠리지않고 세명의 주인공으로 전개를 나눈 것이 아주 좋았다. 배우들의 연기도 메시지도 아주 기억에 남을 것 같은 영화였다.,9,2,0,2019-03-23 00:59:00,0
321,masiondeyb(leey****),꼭봐야 할 최고의 영화. 또봐도 지루하지 않을듯,10,2,0,2019-03-11 17:07:00,0
322,채빈아빠(kjg0****),감동 그 자체....시작하는 자의 고통과 인내를 통해 세상이 조금씩 변화되어 간다...위대한 이들을 위해 박수를 보냅니다..,10,2,0,2019-03-05 07:18:00,0
323,곰(s_06****),이제라도 이 영화를 봐서 행운이었다,10,2,0,2019-03-03 02:32:00,0
324,넌(coma****),강인함에는 남녀가 없다,10,2,0,2019-03-03 01:47:00,0
325,skyg****,"모두가 봐야 하는 영화. 피부색,종교,국적,나이,성별에 관계없이, 신념과 자기확신만 있다면, 어떠한것도 장애물이 되지 않는다. 이 영화는 우리 모두 할 수 있다는 믿음을 준다.",10,2,0,2019-02-06 11:07:00,0
326,a980****,굿 ...아주 볼안한한 영.화.였어요,9,2,0,2017-08-02 18:34:00,관람객
327,토끼(nym1****),통쾌한 영화..당시 미국사회를 잘 알수있게 되었다,8,2,0,2017-07-25 21:15:00,관람객
328,jinh****,"색감이 참 예쁜 영화였습니다. 배우들도 모두 매력적이고, 전달하려는 메세지가 잘 느껴져서 좋았습니다.",9,2,0,2017-07-20 16:43:00,관람객
329,상돈(doni****),좋은영화입니다...,7,2,0,2017-07-12 11:15:00,관람객
330,jiho****,별로 기대하지 않았던 영화인데 따뜻하고 재미있는 영화였다.,10,2,0,2017-06-24 11:03:00,관람객
331,브라운(brow****),스토리와 캐릭터 연기 다 만점,10,2,0,2017-06-21 15:57:00,관람객
332,뽐뽐(bomi****),배우들 연기도 좋고 재미있네요^^,9,2,0,2017-06-19 20:25:00,관람객
333,kaoi****,매우 합리직이고 이성적으로 그려낸 패미니즘 영화가 아닌 인권 영화,9,2,0,2017-06-17 13:14:00,관람객
334,디비디비딥(rlwl****),감동적이고 재밌어요!,9,2,0,2017-06-16 06:48:00,관람객
335,tspa****,감동적인 영화만들어준 제작진에 감사합니다,9,2,0,2017-06-15 17:13:00,관람객
336,앨런(mucs****),실화 베이스로 한 영화라는게 안 믿겨질 정도로 흥미진진합니당 ㅎ,10,2,0,2017-06-14 21:55:00,관람객
337,김윤경(yk82****),실화를 바탕으로 만들어서 그런지 더 감동이었어요!! 흑인언니들이 편견과 차별을 이겨내고 인정받을때 내가다 뿌듯하고 통쾌하고 그런느낌이었어요!! 주인공 실존인물 세분 넘 멋있고 존경스럽고!! 배우분들 연기 좋은건 말할...,10,2,0,2017-06-02 13:30:00,관람객
338,choi****,당시 흑인이자 여성으로 받았던 차별을 보여주면서도 우울하지 않았다,9,2,0,2017-06-01 15:51:00,관람객
339,조해민(jgoa****),꿀잼! 용기를 주는 영화!,10,2,0,2017-05-31 14:54:00,관람객
340,trac****,히든피겨스!! 정말 재미있게봤습니다! 별이 다섯개 입니다 ㅎㅎㅎㅎ,10,2,0,2017-05-28 21:27:00,관람객
341,phi0****,엄마와딸이꼭 봐야할영화입니다...최초라는 인물들의 위대함을 느낌니다,10,2,0,2017-05-27 11:37:00,관람객
342,김민지(draw****),정말 좋은 영화. 유색인종에 대한 차별이 얼마나 어리석은 일이었는지. 나사에서 성공한 세 여성에게 박수를!,10,2,0,2017-05-23 21:46:00,관람객
343,만도(wing****),미래에 내 아이들에게 꼭 보여주고 싶은 영화로 백업 하드에 저장해 놓았다.,10,2,0,2017-05-22 16:40:00,0
344,이나영(tow0****),주인공들의 연기가 인상적이며 숨겨진 그시대의 상황과 인종차별의문제를 현실적으로 느낄수있었다,8,2,0,2017-05-16 23:33:00,관람객
345,만두사랑(igra****),직장생활 하며 느꼈던 크고 작은 차별을 기억하며 봤습니다^^;; 급격한 변화도 중요하지만 개인이 조금씩 자신의 역량을 키우면서 점진적으로 변하는 것도 중요하다는 것이 인상적이었어요,10,2,0,2017-05-09 12:58:00,관람객
346,썽태(eige****),상영관 늘려라 이게 제일 재밌다,10,2,0,2017-05-03 10:08:00,0
347,백설곤듀(term****),좋은 내용의 영화그러나 가장 정점에 도달하는 클라이막스가 너무 자잘하게 여럿 흩뿌려져 있다는 듯한 느낌을 받음한 에피소드에 집중했어도 좋았을 듯,9,2,0,2017-04-09 01:30:00,관람객
348,책만드는사람(atom****),"영화가 끝나지 않았으면.,했다. 감동과 벅참, 통쾌함의 연속. 멋있다. 배움의 욕구도 자극하는 건 팁♡",10,2,0,2017-04-09 01:09:00,0
349,초록바람(gsl3****),경쾌한 음악과 인류애가 만든 무거움이 잘 대비 되었다. 또한 인종차별이 만든 인권유린을 회복하는 과정과 인간은 더불어 하나가 되는 인간애가 돋보였다.  감동적인 영화를 만나 행복한 뜻깊은 날이다.,10,2,0,2017-04-08 09:39:00,관람객
350,눈이올까요(dmsg****),사람들이 많이 봤으면 좋겠는 영화,10,2,0,2017-04-08 09:17:00,0
351,mabi****,어머니와 같이 봤는습니다. 최근 본영화중 최고네요.,10,2,0,2017-04-08 01:54:00,0
352,BABYJOO(joo3****),"요새 너무 볼게 없었는데, 진짜 강추 하는 영화에요~유익했고 감동적이였어요!! 상영관이 많이 없어서 일부러 찾아서 봤어요",10,2,0,2017-04-08 01:02:00,0
353,하니펫살롱(danc****),"이렇게 좋은영화가 상영관, 상영시간이 왜이렇게 적은지모르겠습니다",10,2,0,2017-04-08 00:59:00,0
354,표소위(pyos****),그 어떤사람도 차별당하지 않는 세상이 오길,10,2,0,2017-04-07 01:33:00,0
355,ju(9hye****),정말 좋아요 :) 그 시대에 유색인종이 이렇게까지 차별을 받았구나 좀 놀라기도 했고 감동적이고 멋지기도하고 유쾌하기까지함 b 영화관에서 사람들이랑 웃으면서 봤습니다 !,10,2,0,2017-03-27 16:40:00,0
356,pyj(youn****),리뷰 정말 안쓰는데 이건 쓸 수 밖에 없어요. 모든면에서 전부 완벽했어요. 재미+감동+연기 다 너무 멋져서 끝날 때 박수칠 수 밖에 없었어요!,10,2,0,2017-03-27 14:30:00,0
357,Lapis Lazuli(yona****),오글거리지 않는 찐한 휴먼 드라마를 원한다면!,10,2,0,2017-03-27 14:26:00,관람객
358,레니토이(534k****),모처럼 영화다운 영화본듯,10,2,0,2017-03-27 00:05:00,0
359,sesa****,정말 잘보았습니다~! 꼭 보시길 추천합니다.,10,2,0,2017-03-26 23:53:00,0
360,앙탈공쥬(hyej****),"2번, 3번 봐도 아깝지않을 영화!! 세상의 편견에 맞선 그녀들이 자랑스럽습니다!!",10,2,0,2017-03-26 23:52:00,0
361,사계(neol****),"실관람자 - 불과 수OO전 현실을 접하게 되고 교훈과 감동을 찐하게 전하는 영화입니다, 중학교 이상의 자녀들과 함께 봐도 좋습니다 올바른 교육과 가치관을 갖고 당당하게 살아 갑시다",10,2,0,2017-03-26 23:35:00,0
362,mans****,분필 건넬때 소오름~~~,9,2,0,2017-03-26 23:31:00,0
363,잠구리(zkfp****),모든게 완벽한 영화과하지도 부족하지도 연출도 다 완벽다만 빅뱅이론을 본 사람이라면 조금 몰입감이 힘들수 있음,10,2,0,2017-03-26 15:15:00,관람객
364,마망(nola****),음악도 내용도 연출도 모두 굿,9,2,0,2017-03-26 04:44:00,0
365,코러스라인(ghos****),이야 평식이가 7점씩이나 준 영화 ... 난 9를 주고 싶지만...~~~,9,2,0,2017-03-26 02:41:00,0
366,로제(sosi****),"진짜 유색인종 자막 뜰 때마다 황인종인 내가 다 울컥했다.. 걸크러쉬 셋 모두 자기 분야, 자기 자리에서 정말 멋짐. 화장실 간판 부술 때, IBM의 그녀들 다같이 위풍당당 걸을 때, 후련!",10,2,0,2017-03-26 02:34:00,0
367,인내와몰입(khso****),"너무 의미있게 봤다. 재미, 감동, 여운 모두 충족시켜줬다.",10,2,0,2017-03-26 02:18:00,0
368,밍디(ming****),보면서 많은 생각이 들었던 영화,10,2,0,2017-03-26 02:15:00,0
369,마이(junh****),차별의 해결책은 믿음이다,10,2,0,2017-03-24 00:23:00,0
370,진새미(semi****),"진부한 소재라 기대하지 않았으나, 보는 내내 소름이 돋았던 영화. 추천합니다!",10,3,1,2020-04-22 00:32:00,0
371,김신영(star****),몇번을 다시 본지 모른다,10,3,1,2020-03-27 14:23:00,0
372,미티크(sych****),시간가는줄 모르고 봤네요. 너무 감동,10,3,1,2020-03-22 18:03:00,0
373,사노야(pupp****),"지성과 용기 그리고 포기하지 않는 마음으로 똘똘 뭉친 그녀들. 스스로 옳다고 생각하는, 실제로도 옳은 일 앞에서 전쟁터에 나가는 전사들보다 당당하고 그녀들이 너무 멋있다!",9,3,1,2020-03-05 05:08:00,0
374,롤러코스터(dwle****),영화관에서 못본게 후회되는 그런 영화다.이 시절 유색인종들은 얼마나 힘들었을까?그 이전 세월에는 흑인을 노예로 취급했으니.인간의 본성이 잔인한건지?  그린북 추천합니다.,10,3,1,2020-02-16 09:36:00,0
375,Deer(love****),이런게 진짜 올바른 페미니스트 영화가 아닌가 생각합니다. 덮어놓고 여자만 억울하다는게 아닌 인종차별과 남여차별 속에서 실력을 갖춘 이들이 어떻게 살아남는지 보여주는 영화라 생각합니다. 연기실력도 출중합니다.,10,3,1,2019-11-25 17:22:00,0
376,M(spac****),보는 내내 울었어요. 속시원 하면서도 너무 슬펐어요.,10,3,1,2019-05-25 17:39:00,0
377,vert****,최고점보다 더 주고 싶어요. 기분전환도 되고 좋아요,10,3,1,2017-09-18 21:55:00,관람객
378,바다언덕(viol****),감동적인 영화. 상황에 지지않는 의미있는 인생이 되어가는 과정.. 감동과 재미가 함께 있는 영화,10,3,1,2017-08-08 11:51:00,관람객
379,Stella(sera****),"불과 50,60년전에 그렇게 유색인종과 여성들에 대한 차별이 심했다니.. 그런 차별에 맞서 싸우며 자신들의 놀라운 능력을 보여준 그녀들에게 박수를 보낸다.",10,3,1,2017-04-10 22:49:00,0
380,Dnd(veni****),"앞으로 이런 영화 더 많이 나왔으면,,",10,3,1,2017-03-31 00:28:00,0
381,백강아지(jaky****),민주주의국가이며 기독교국가인  미국이 인종차별과남녀차별로 설움을 받고있엇다는 사실에 가슴 아팠다.허지만 실력으로 극복해 낸 여자이 힘이 장하다.오랫만에 감동영화을 감상 하였다,9,3,1,2017-03-27 21:59:00,0
382,꾸도(jkho****),평등해야 한다. 단 능력도 있어야 한다,10,4,2,2019-11-25 18:11:00,0
383,옥수수수염차(eiei****),너무너무 좋은 영화 ㅠㅠㅠ,10,4,2,2017-09-04 22:54:00,관람객
384,전우치(wcww****),정말 너무재미있게 봤어요.. 참 미국은 이런 실화이야기를 잘만드네요,9,4,2,2017-03-26 19:40:00,0
385,영스인(dutl****),오랜만에 영화다운 영화를 본듯한 영화였습니다.,10,4,2,2017-03-24 13:30:00,0
386,myuni(idlo****),"넘 감동, 실화를 바탕으로 한 영화라 더욱 와닿음. 나중에 우리 딸들에게 꼭 보여주고 싶은 영화.",10,5,3,2017-08-10 19:14:00,관람객
387,엔진파일(naij****),페미니즘이 아닌 평등.,9,6,4,2019-03-10 18:05:00,0
388,흰구름(go53****),이런 걸 보고 완벽한 영화라고 하는거죠,10,1,0,2020-09-30 11:26:00,0
389,Ddumm(only****),지금 다시 재개봉해서 영화관에서 보고 싶다.,10,1,0,2020-09-09 01:40:00,0
390,고백담(lksh****),최고다 대단하다 인생작이다,10,1,0,2020-09-08 01:29:00,0
391,cka7****,초딩 중딩 아이들과 함께 시청하기 참좋은 영화인것같습니다 실화를 바탕으로 감동적인 스토리가 참 볼만하네요,10,1,0,2020-09-08 00:13:00,0
392,김하린(khly****),"감동적인 여성, 흑인 인권의 이야기. 오랜만에 재밌게 본 이야기네요. 단지 과학적인 이야기인 줄만 알고 보기를 꺼려하다가 보았는데 너무 재밌고 감동 깊게 봤습니다.",10,1,0,2020-09-06 18:02:00,0
393,룰랭(herm****),너무 멋진 영화.. 최고ㅜㅜ,10,1,0,2020-09-06 00:16:00,0
394,고냥이(mull****),영화보고 위로받았어. 코로나로 축처져있었는데.. .앉은자리에서 보고 바로또봤네 ...,10,1,0,2020-08-22 12:31:00,0
395,winnermk(love****),"인생 영화 추가요~~ 흑인이 설움 받던 시대였지만 주인공 세분은 본인자신을 믿고 당차며, 자존감까지 높은. 가히 존경할 만한 닮고싶은 인물들이었어요 살면서 좌절을 느낄 때 다시 꺼내 볼게요?",10,1,0,2020-07-16 02:55:00,0
396,랄라쟁이(limj****),"와씨 뭉클하여요 ㅠㅠ 인종차별속에서도 빛날 수 있는 천재성이라니. 그 시대에서 여성들이 포기하지않고 본인의 존재성을 나타내기위해 끊임없이 노력하고, 또 해내는 걸 보고 정말 감동받았습니다! 마지막 엔딩크래딧 징짜 눈...",10,1,0,2020-07-16 02:37:00,0
397,비잉(abby****),최고임최고임최고임ㅁ,10,1,0,2020-07-15 17:12:00,0
398,오징어징어(oyz1****),"이 모든 세상에서 인종, 성별 등 차별없이 살아가는 세상을 꿈꾸며",10,1,0,2020-07-12 03:58:00,0
399,황민현luv(lnk1****),그냥 모든게 완벽했던 영화,10,1,0,2020-07-10 21:48:00,0
400,룰루(khy2****),그저 완벽하다,10,1,0,2020-07-08 13:05:00,0
401,위요지(valu****),,10,1,0,2020-07-07 21:00:00,0
402,이슬(fpor****),,10,1,0,2020-07-07 17:16:00,0
403,bong****,,10,1,0,2020-07-06 15:46:00,0
404,핑크하트(ippi****),,10,1,0,2020-07-05 09:58:00,0
405,leeh****,,10,1,0,2020-07-04 22:02:00,0
406,좌절금지(gks1****),내인생 최고의 영화중 하나.,10,1,0,2020-07-04 21:47:00,0
407,엉떵이(gw72****),,10,1,0,2020-07-04 20:46:00,0
408,양미령(happ****),,10,1,0,2020-07-04 20:27:00,0
409,주호영(ghdu****),오랜만에 다시 보게되었는데 전에받은 감동그대로네요~~~ 제 인생영화 등극입니다!!!!이런류의영화가 검나좋아요~,10,1,0,2020-07-02 14:28:00,0
410,지은경(jieu****),탄탄한 스토리와 학습적인 요소가 가득한 내용이 담겨있습니다. 초등학교 학생들이 보기에도 너무 훌륭한 영화였습니다. 이 영화를 통해 차별에 대해 많이 알 수 있는 기회가 되었습니다.,10,1,0,2020-07-02 13:26:00,0
411,햄(dyrj****),,10,1,0,2020-06-30 16:31:00,0
412,담(roda****),여태까지 본 영화 중에 가장 감명깊게 받았고 차별이라는 주제에 눈을 뜨게 해준 작품이다.,10,1,0,2020-06-29 22:57:00,0
413,Jane(vhzp****),말한뭐해감동적이고 꼭 봐야한다더 나은 사람이 되기위해서라도.,10,1,0,2020-06-27 01:30:00,0
414,추예공주(ymj0****),내용 너무 좋네요,10,1,0,2020-06-25 22:52:00,0
415,qufqlc(appl****),,10,1,0,2020-06-23 00:15:00,0
416,Polarbear(june****),"""이제 오늘부터 나사 직원들은 모두 같은 색깔의 소변을 눕니다.""",10,1,0,2020-06-19 17:48:00,0
417,eunni(seoe****),살아가면서 당연하다고 여겨지는 것들에 대해 정말 당연한것인지 항상 반문해야겠습니다. 처해진 상황에 불평만 하고 있을게 아니라 무엇을 할 수 있는지 생각해야겠다고 느끼게 해준 좋은 영화입니다. 잘봤습니다.,10,1,0,2020-06-19 15:35:00,0
418,시오(shio****),천재가 좋은 리더를 만났을때 인류는 한걸음 더 발전의 길을 나아간다,10,1,0,2020-06-19 13:02:00,0
419,쉐이킷붐붐(dyna****),,10,1,0,2020-06-19 04:37:00,0
420,마카롱쿠키(chae****),영화 초반에 짜증날 정도로 인종 차별이 심해서 끝까지 다 못 볼 뻔. 하지만 이 역경을 자신의 끈기와 능력으로 이겨내고 역사적인 순간에 없어서는 안 될 존재의 역할을 다 한 세 명의 실존 여성분들에게 진심의 감사와 ...,10,1,0,2020-06-12 14:07:00,0
421,gsa0****,,10,1,0,2020-06-11 23:44:00,0
422,버터링(yaho****),"차별은 반드시 철폐되어야한다. 다만, ~~라서 안된다 라는 명제를 철폐해야하는 것이다. 그 반대 명제는 새로운 차별을 부를 수도 있으니",9,1,0,2020-06-10 12:07:00,0
423,bai(bain****),"주연같은 조연, 조연 같은 주연",10,1,0,2020-06-08 07:42:00,0
424,배라희(kjhl****),한번 더 보려고요 추천해요,10,1,0,2020-06-08 00:02:00,0
425,여름풀풀(mini****),"영화 좋긴했지만, 음... 아무튼 멋졌음",7,1,0,2020-06-07 00:12:00,0
426,최유은(grac****),엄청난 영화를 봤네요~~히든피겨스~!!,10,1,0,2020-06-05 23:19:00,0
427,aa(dawn****),인생 영화,10,1,0,2020-05-30 15:44:00,0
428,한예은(hany****),이런 영화도 있구나. 진짜 재밌으면서 사색해볼 수 있는 영화.,10,1,0,2020-05-26 03:36:00,0
429,김기석(tl21****),실화라서 더 와 닿았다. 헬프나 그린북에서 본 배우들도 반가웠다.,9,1,0,2020-05-22 07:07:00,0
430,쮸쮸(kk0m****),,10,1,0,2020-05-19 21:31:00,0
431,쏘파쏘굿(zygo****),정말 너무 재밌게봤네요헬프와 그린북과 더불어 흑인소재 영화의 마스터피스,10,1,0,2020-05-18 02:10:00,0
432,잠수함타자(troz****),무엇을 망설이는가 인생은 한번 뿐이다 자기 자리에서 최선을 다해 살아 낼 때 권리와 자유가 보장 되는것 우리 모두 가슴속에서 꺼내야 할 용기다 바로 지금....,10,1,0,2020-05-17 21:36:00,0
433,2211박재현(dpfh****),20년 인생 재미와 감동 모두 잡은 영화. 간판 부수는 장면에서 눈물남,10,1,0,2020-05-15 19:32:00,0
434,전필서(jpsj****),,10,1,0,2020-05-14 10:17:00,0
435,박규민(park****),인종차별 없는 사회가 우리 모두에게 이롭다,10,1,0,2020-05-13 21:50:00,0
436,멍청Hazi(hey3****),최고였습니다. 벅차네요 ㅎㅎ,10,1,0,2020-05-13 00:42:00,0
437,sunm****,,10,1,0,2020-05-12 19:27:00,0
438,메이슈(tall****),,10,1,0,2020-05-12 18:25:00,0
439,헤이런(stim****),인종차별에 대한 생각을 느끼게 해주는 영화,10,1,0,2020-05-12 13:35:00,0
440,류경민(ade1****),,10,1,0,2020-05-12 01:23:00,0
441,천은화령(kard****),인생 영화를 만났네요..이게 실화라니..!!뛰어난 직원 위에는 훌륭한 상사가필요하다는 것을 새삼 느끼게 해준 영화.,10,1,0,2020-05-12 00:31:00,0
442,ㅋㅋ(aqua****),"2017년 관객수 44만명, 82위...저평가된 영화같아서 안타깝네. 안보신분들은 보시는거 추천.",10,1,0,2020-05-12 00:22:00,0
443,호(sj11****),진짜 제 인생영화에요ㅠㅠ,10,1,0,2020-05-12 00:19:00,0
444,페이용(goss****),다시봐도 명작이다 감동이어서 눈물이 나는 영화,10,1,0,2020-05-12 00:17:00,0
445,배희애(gmld****),,10,1,0,2020-05-12 00:17:00,0
446,DK(donk****),차별받는다고 생각되면 징징거리지만 말고 꼭 봐라 두번 보자,10,1,0,2020-05-11 23:45:00,0
447,챙구(sh80****),,10,1,0,2020-05-11 23:17:00,0
448,까망콩두유(east****),새로운 것에 도전한다는 그것! 이 영화를 통해 배우게 될껍니다.,10,1,0,2020-05-11 23:10:00,0
449,wisdom(kth3****),인생영화 추가요^^ 차별의 아픔만 빼고는 모든게 완벽!,10,1,0,2020-05-11 23:08:00,0
450,kgh(kgh1****),,10,1,0,2020-05-06 00:56:00,0
451,Raph(gown****),,10,1,0,2020-05-02 01:53:00,0
452,정이주(pcas****),,10,1,0,2020-04-28 17:30:00,0
453,ihr(ihr1****),다시 봐도 재밌네요!!!,10,1,0,2020-04-28 14:08:00,0
454,COYG(zzcu****),,10,1,0,2020-04-25 04:50:00,0
455,comt****,관객수44만에 또한번 놀랬다.,10,1,0,2020-04-23 19:25:00,0
456,천련(gusz****),2020년에 봤다는걸 후회한다. 이런작품 더 일찍 봤어야 했는데.,10,1,0,2020-04-23 02:06:00,0
457,Bruni(cumu****),스포일러가 포함된 감상평입니다. 감상평 보기,10,1,0,2020-04-22 21:19:00,0
458,왕프로(king****),"""앞으로 나사는 같은 색깔의 소변을 본다!!!"" 소변으로 이런 감동을 주다니!!!!",10,1,0,2020-04-22 14:56:00,0
459,ujs6****,,10,1,0,2020-04-22 14:47:00,0
460,쪼데이지(os81****),감동적이야...좋은영화,10,1,0,2020-04-22 14:25:00,0
461,히로(java****),보는 내내 뭉클 또 뭉클.,10,1,0,2020-04-22 14:11:00,0
462,미안해 달릴께(misu****),스포일러가 포함된 감상평입니다. 감상평 보기,10,1,0,2020-04-22 13:05:00,0
463,emok****,내가 이걸 왜 이제봤을까,10,1,0,2020-04-22 00:42:00,0
464,뭔뎅(eulb****),나 이거 방금 봄봄...,10,1,0,2020-04-22 00:30:00,0
465,ahdwid3(rwdg****),,10,1,0,2020-04-22 00:17:00,0
466,6255(wlgy****),,10,1,0,2020-04-22 00:11:00,0
467,hozz****,간만에 재밌게본 영화네요. 강추요!,10,1,0,2020-04-21 23:22:00,0
468,윤지선(ykuy****),재밌습니다 정말 꼭 보세요,10,1,0,2020-04-21 21:50:00,0
469,303(shae****),정말 박수밖에 칠수없는 영화. 다른걸 떠나서 그냥 정말 재밌다.,10,1,0,2020-04-17 16:41:00,0
470,송시현(ssh0****),그 시대의 상황을 가장 잘 표현한 영화,10,1,0,2020-04-15 11:52:00,0
471,박군(plus****),간만에 본 감동 실화 추천합니다,10,1,0,2020-03-27 19:47:00,0
472,반짝보석(blue****),"감동가득한 스토리,능력은 성별, 피부색, 어디에도 상관없이 인정받아야 함.",10,1,0,2020-03-27 16:04:00,0
473,XXX(ange****),몇 년 전에 봤는데 생각을 많이 하게끔 만든 영화다,8,1,0,2020-03-27 15:43:00,0
474,파초(ange****),,10,1,0,2020-03-27 15:17:00,0
475,djs0****,,10,1,0,2020-03-27 14:50:00,0
476,랄라(makb****),우리 모두 소변색깔은 똑같다 감동적이에요 눈물남,10,1,0,2020-03-27 14:44:00,0
477,차곡(hiho****),수작.서동 컴퓨터실 직원들이 단체로 IBM팀으로 이동할 때 느껴지는 희열이란...,10,1,0,2020-03-27 14:44:00,0
478,쥬르(blue****),감동으로 눈물 나는 부분도 있었고 미스터존슨도 정말 멋졌다. 해리슨도.. 배역들이 모두 주인공인 듯한 그런 멋진 영화였다.,10,1,0,2020-03-27 14:43:00,0
479,JJ(skyn****),인생 영화예요.연기 연출 ost 모든 게 좋았습니다,10,1,0,2020-03-27 14:42:00,0
480,겸오빠(ppk5****),,10,1,0,2020-03-27 14:41:00,0
481,ivory(polo****),눈물나게 멋잇다 스타일만큼,8,1,0,2020-03-27 14:39:00,0
482,s202****,,10,1,0,2020-03-18 00:04:00,0
483,ssostyle(dada****),Good,10,1,0,2020-03-13 19:46:00,0
484,가을향기(wer1****),한계를 뛰어넘는 사람들의 용기가 본받을 만합니다. 아이들이랑 보아도 좋았어요.,10,1,0,2020-03-13 19:12:00,0
485,Humming(jjyl****),no racism...,10,1,0,2020-03-13 18:02:00,0
486,jies****,"흑인 백이 차별이 가장 심할 때 미국 역사를 바꾼 흑인 여성 3명의 감동적인 성장 이야기였다.정말 감동적이었고, 여러 번 보고 싶은 영화였다. 완전 강추!!!",10,1,0,2020-03-12 17:00:00,0
487,dega****,그냥 최고의 영화 개쩐다,10,1,0,2020-03-11 01:37:00,0
488,CatCathyCat(jerr****),보는 내내 먹먹했던 영화. 꼭 보시길.,10,1,0,2020-03-11 01:29:00,0
489,박예린(park****),오랜만에 보는 완벽한 영화,10,1,0,2020-03-10 01:12:00,0
490,바보(kmcs****),고인의 명복을 빕니다.. 천국에 가셨을거예요.,9,1,0,2020-03-09 08:19:00,0
491,ygj0****,,10,1,0,2020-03-08 21:14:00,0
492,아링(loon****),,10,1,0,2020-03-08 11:58:00,0
493,jump****,구멍이 없는 최고의 명작,10,1,0,2020-03-08 10:30:00,0
494,유민(dbal****),감동적임 별 기대는 안하고 봤지만 꽤나 재밌었음,10,1,0,2020-03-01 14:01:00,0
495,안재연(jyha****),진짜 제 인생영화에요.,10,1,0,2020-03-01 10:14:00,0
496,CHERI(zo61****),설명 필요없이 원더플입니다.^^,10,1,0,2020-02-29 03:57:00,0
497,아쿠아마린보이(aedl****),,10,1,0,2020-02-28 00:23:00,0
498,ddib****,숨겨진 영화네요 재밌어요 ㅎㅎ,10,1,0,2020-02-25 19:10:00,0
499,Passion(love****),최근 봤던 드라마영화중 손가락에 꼽힌다. 추천한다,8,1,0,2020-02-23 19:36:00,0
500,sndm****,울고 웃고 화나고 카타르시즘을 느꼈어요..최고ㅠㅠ,9,1,0,2020-02-21 23:51:00,0
501,북극원숭이(redt****),모든 성공의 이면에는 숨겨진 노력이 있다,9,1,0,2020-02-18 12:43:00,0
502,옹뇽뇽(blac****),정말 재밌는 영화였습니다,10,1,0,2020-02-17 00:58:00,0
503,이선정(naje****),최고입니다 꼭 보세요 강추!!,10,1,0,2020-02-16 19:28:00,0
504,우비콩(ekpa****),,10,1,0,2020-02-16 19:19:00,0
505,한비시(dkda****),"전과 같지는 않겠지만 아직도 차별이 많이 존재 하는데, 이런 편견들이 없어졌으면 좋겠습니다.",10,1,0,2020-02-16 14:55:00,0
506,흑풍킬러(dndi****),열정의 연기 스토리까지 굿!!,10,1,0,2020-02-16 09:45:00,0
507,도겟요원(mill****),이런게 영화다. 헬프+그린북의 공간이 NASA로 옮겨진 영화,10,1,0,2020-02-16 03:48:00,0
508,레게 강 같은 평화(alvi****),,10,1,0,2020-02-15 21:53:00,0
509,투덜이(kmt2****),,10,1,0,2020-02-15 21:48:00,0
510,구슬(sist****),,10,1,0,2020-02-15 20:46:00,0
511,식빵믹스(chhr****),헬프를 다른 배경으로 보는 느낌이었다 실화라는것도 감동적임,9,1,0,2020-02-15 17:21:00,0
512,정현희(gusg****),"너무 완벽하고, 장르도 여러가지지만 잘어우러진 영화이다.내가 본 실화영화 중 최고다 최고!?",10,1,0,2020-02-10 19:41:00,0
513,yju6****,이런게진짜영화다. 상업성만노리는 알탕한국영화들은 반성좀해라제발,10,1,0,2020-01-31 00:42:00,0
514,jj23****,와.... 너무 감동이에요.재미와 감동 게다가 실화라니!!!,10,1,0,2020-01-29 11:28:00,0
515,히트맨(club****),그냥 보세요 보면 됩니다,10,1,0,2020-01-29 09:40:00,0
516,butter72(zioh****),아들하고 같이 볼 만 영화이네요~,10,1,0,2020-01-29 09:16:00,0
517,Senseandsensibility(soph****),감동실화. 최고입니다.,10,1,0,2020-01-29 02:27:00,0
518,shgu****,,10,1,0,2020-01-28 21:46:00,0
519,나(ice_****),,10,1,0,2020-01-28 21:45:00,0
520,마루미르(ruin****),시대상이 있는데  중간중간 흑인 특히 여성에 대해 살짝 거북스러울 정도로 오버해서 그린것만 제외하고(너무  한쪽성향  위주가 느껴져서) 좋았다. 괜찮은 영화,8,1,0,2020-01-28 21:31:00,0
521,싸이버타잔(roky****),,10,1,0,2020-01-28 20:43:00,0
522,예담(dam1****),,10,1,0,2020-01-28 20:20:00,0
523,soo(sooo****),,10,1,0,2020-01-25 21:14:00,0
524,빠숑(syon****),인종차별 문제를 풀어가는 좋은 영화다. 인종차별과 우주 미국인이 좋아할만한 주제인듯,9,1,0,2020-01-24 11:27:00,0
525,hhhhh(chtt****),"갬동,,,, colored 라는 말 자체가 얼마나 슬픈가,,",10,1,0,2020-01-06 23:14:00,0
